anum,paper,family,table,lines,kinds
A199641,papers/A199/A199641.pdf,cell-neighbour-count,,2,gf+recurrence
A199642,papers/A199/A199642.pdf,cell-neighbour-count,,1,recurrence
A202048,papers/A202/A202048.pdf,pattern-avoidance-lines,,3,gf+polynomial+recurrence
A202049,papers/A202/A202049.pdf,pattern-avoidance-lines,,3,gf+polynomial+recurrence
A202310,papers/A202/A202310.pdf,pattern-avoidance-lines,,2,gf+recurrence
A202311,papers/A202/A202311.pdf,pattern-avoidance-lines,,1,recurrence
A202312,papers/A202/A202312.pdf,pattern-avoidance-lines,,1,recurrence
A202313,papers/A202/A202313.pdf,pattern-avoidance-lines,,1,recurrence
A202314,papers/A202/A202314.pdf,pattern-avoidance-lines,,1,recurrence
A202371,papers/A202/A202371.pdf,pattern-avoidance-lines,,1,recurrence
A202372,papers/A202/A202372.pdf,pattern-avoidance-lines,,1,recurrence
A202373,papers/A202/A202373.pdf,pattern-avoidance-lines,,1,recurrence
A202399,papers/A202/A202399.pdf,pattern-avoidance-lines,,1,recurrence
A202400,papers/A202/A202400.pdf,pattern-avoidance-lines,,2,gf+recurrence
A202401,papers/A202/A202401.pdf,pattern-avoidance-lines,,1,recurrence
A202402,papers/A202/A202402.pdf,pattern-avoidance-lines,,1,recurrence
A202428,papers/A202/A202428.pdf,pattern-avoidance-lines,,2,gf+recurrence
A202429,papers/A202/A202429.pdf,pattern-avoidance-lines,,1,recurrence
A202430,papers/A202/A202430.pdf,pattern-avoidance-lines,,1,recurrence
A202431,papers/A202/A202431.pdf,pattern-avoidance-lines,,1,recurrence
A202432,papers/A202/A202432.pdf,pattern-avoidance-lines,,1,recurrence
A202440,papers/A202/A202440.pdf,pattern-avoidance-lines,,3,gf+polynomial+recurrence
A202441,papers/A202/A202441.pdf,pattern-avoidance-lines,,2,gf+recurrence
A202442,papers/A202/A202442.pdf,pattern-avoidance-lines,,2,gf+recurrence
A202443,papers/A202/A202443.pdf,pattern-avoidance-lines,,2,gf+recurrence
A202444,papers/A202/A202444.pdf,pattern-avoidance-lines,,2,gf+recurrence
A202485,papers/A202/A202485.pdf,pattern-avoidance-lines,,1,recurrence
A202486,papers/A202/A202486.pdf,pattern-avoidance-lines,,1,recurrence
A202525,papers/A202/A202525.pdf,pattern-avoidance-lines,,2,gf+recurrence
A202526,papers/A202/A202526.pdf,pattern-avoidance-lines,,2,gf+recurrence
A202527,papers/A202/A202527.pdf,pattern-avoidance-lines,,2,gf+recurrence
A202528,papers/A202/A202528.pdf,pattern-avoidance-lines,,2,gf+recurrence
A202529,papers/A202/A202529.pdf,pattern-avoidance-lines,,2,gf+recurrence
A202584,papers/A202/A202584.pdf,pattern-avoidance-lines,,2,gf+recurrence
A202585,papers/A202/A202585.pdf,pattern-avoidance-lines,,1,recurrence
A202586,papers/A202/A202586.pdf,pattern-avoidance-lines,,1,recurrence
A202587,papers/A202/A202587.pdf,pattern-avoidance-lines,,1,recurrence
A202588,papers/A202/A202588.pdf,pattern-avoidance-lines,,1,recurrence
A202594,papers/A202/A202594.pdf,pattern-avoidance-lines,,2,gf+recurrence
A202595,papers/A202/A202595.pdf,pattern-avoidance-lines,,2,gf+recurrence
A202596,papers/A202/A202596.pdf,pattern-avoidance-lines,,1,recurrence
A202597,papers/A202/A202597.pdf,pattern-avoidance-lines,,1,recurrence
A202598,papers/A202/A202598.pdf,pattern-avoidance-lines,,1,recurrence
A202609,papers/A202/A202609.pdf,pattern-avoidance-lines,,1,recurrence
A202610,papers/A202/A202610.pdf,pattern-avoidance-lines,,1,recurrence
A202640,papers/A202/A202640.pdf,pattern-avoidance-lines,,2,gf+recurrence
A202641,papers/A202/A202641.pdf,pattern-avoidance-lines,,1,recurrence
A202642,papers/A202/A202642.pdf,pattern-avoidance-lines,,1,recurrence
A202643,papers/A202/A202643.pdf,pattern-avoidance-lines,,1,recurrence
A202770,papers/A202/A202770.pdf,pattern-avoidance-lines,,1,recurrence
A202771,papers/A202/A202771.pdf,pattern-avoidance-lines,,1,recurrence
A202772,papers/A202/A202772.pdf,pattern-avoidance-lines,,1,recurrence
A202773,papers/A202/A202773.pdf,pattern-avoidance-lines,,1,recurrence
A202774,papers/A202/A202774.pdf,pattern-avoidance-lines,,1,recurrence
A202882,papers/A202/A202882.pdf,existential-neighbour,,2,gf+recurrence
A202883,papers/A202/A202883.pdf,existential-neighbour,,2,gf+recurrence
A202884,papers/A202/A202884.pdf,existential-neighbour,,1,recurrence
A202885,papers/A202/A202885.pdf,existential-neighbour,,1,recurrence
A202891,papers/A202/A202891.pdf,pattern-avoidance-lines,,1,recurrence
A202892,papers/A202/A202892.pdf,pattern-avoidance-lines,,1,recurrence
A202893,papers/A202/A202893.pdf,pattern-avoidance-lines,,1,recurrence
A202909,papers/A202/A202909.pdf,existential-neighbour,,1,recurrence
A202910,papers/A202/A202910.pdf,existential-neighbour,,1,recurrence
A202973,papers/A202/A202973.pdf,existential-neighbour,,2,gf+recurrence
A202974,papers/A202/A202974.pdf,existential-neighbour,,2,gf+recurrence
A202975,papers/A202/A202975.pdf,existential-neighbour,,1,recurrence
A202976,papers/A202/A202976.pdf,existential-neighbour,,1,recurrence
A202982,papers/A202/A202982.pdf,existential-neighbour,,2,gf+recurrence
A202983,papers/A202/A202983.pdf,existential-neighbour,,1,recurrence
A202984,papers/A202/A202984.pdf,existential-neighbour,,1,recurrence
A203050,papers/A203/A203050.pdf,existential-neighbour,,1,recurrence
A203051,papers/A203/A203051.pdf,existential-neighbour,,1,recurrence
A203059,papers/A203/A203059.pdf,existential-neighbour,,1,recurrence
A203060,papers/A203/A203060.pdf,existential-neighbour,,1,recurrence
A203084,papers/A203/A203084.pdf,pattern-avoidance-lines,,2,gf+recurrence
A203085,papers/A203/A203085.pdf,pattern-avoidance-lines,,1,recurrence
A203086,papers/A203/A203086.pdf,pattern-avoidance-lines,,1,recurrence
A203087,papers/A203/A203087.pdf,pattern-avoidance-lines,,1,recurrence
A203088,papers/A203/A203088.pdf,pattern-avoidance-lines,,1,recurrence
A203094,papers/A203/A203094.pdf,existential-neighbour,,2,gf+recurrence
A203095,papers/A203/A203095.pdf,existential-neighbour,,2,gf+recurrence
A203096,papers/A203/A203096.pdf,existential-neighbour,,1,recurrence
A203184,papers/A203/A203184.pdf,existential-neighbour,,2,gf+recurrence
A203185,papers/A203/A203185.pdf,existential-neighbour,,1,recurrence
A203186,papers/A203/A203186.pdf,existential-neighbour,,1,recurrence
A203256,papers/A203/A203256.pdf,existential-neighbour,,1,recurrence
A203271,papers/A203/A203271.pdf,existential-neighbour,,1,recurrence
A203332,papers/A203/A203332.pdf,existential-neighbour,,1,recurrence
A203340,papers/A203/A203340.pdf,existential-neighbour,,1,recurrence
A203348,papers/A203/A203348.pdf,pattern-avoidance-lines,,1,recurrence
A203349,papers/A203/A203349.pdf,pattern-avoidance-lines,,1,recurrence
A203350,papers/A203/A203350.pdf,pattern-avoidance-lines,,1,recurrence
A203373,papers/A203/A203373.pdf,subblock-statistic,,2,gf+recurrence
A203374,papers/A203/A203374.pdf,subblock-statistic,,2,gf+recurrence
A203375,papers/A203/A203375.pdf,subblock-statistic,,1,recurrence
A203376,papers/A203/A203376.pdf,subblock-statistic,,1,recurrence
A203377,papers/A203/A203377.pdf,subblock-statistic,,1,recurrence
A203383,papers/A203/A203383.pdf,existential-neighbour,,1,recurrence
A203391,papers/A203/A203391.pdf,existential-neighbour,,1,recurrence
A203392,papers/A203/A203392.pdf,existential-neighbour,,1,recurrence
A203402,papers/A203/A203402.pdf,pattern-avoidance-lines,,1,recurrence
A203437,papers/A203/A203437.pdf,existential-neighbour,,1,recurrence
A203454,papers/A203/A203454.pdf,existential-neighbour,,2,gf+recurrence
A203455,papers/A203/A203455.pdf,existential-neighbour,,1,recurrence
A203500,papers/A203/A203500.pdf,existential-neighbour,,1,recurrence
A203544,papers/A203/A203544.pdf,existential-neighbour,,1,recurrence
A203545,papers/A203/A203545.pdf,existential-neighbour,,1,recurrence
A203650,papers/A203/A203650.pdf,subblock-statistic,,2,gf+recurrence
A203651,papers/A203/A203651.pdf,subblock-statistic,,2,gf+recurrence
A203729,papers/A203/A203729.pdf,subblock-statistic,,2,gf+recurrence
A203790,papers/A203/A203790.pdf,subblock-statistic,,2,gf+recurrence
A203791,papers/A203/A203791.pdf,subblock-statistic,,2,gf+recurrence
A203829,papers/A203/A203829.pdf,subblock-statistic,,2,gf+recurrence
A203830,papers/A203/A203830.pdf,subblock-statistic,,2,gf+recurrence
A203831,papers/A203/A203831.pdf,subblock-statistic,,1,recurrence
A203840,papers/A203/A203840.pdf,existential-neighbour,,1,recurrence
A203841,papers/A203/A203841.pdf,existential-neighbour,,1,recurrence
A203881,papers/A203/A203881.pdf,subblock-statistic,,2,gf+recurrence
A203928,papers/A203/A203928.pdf,subblock-statistic,,2,gf+recurrence
A203980,papers/A203/A203980.pdf,subblock-statistic,,2,gf+recurrence
A203981,papers/A203/A203981.pdf,subblock-statistic,,2,gf+recurrence
A204070,papers/A204/A204070.pdf,subblock-statistic,,2,gf+recurrence
A204071,papers/A204/A204071.pdf,subblock-statistic,,2,gf+recurrence
A204072,papers/A204/A204072.pdf,subblock-statistic,,1,recurrence
A204192,papers/A204/A204192.pdf,consecutive-triple,,2,gf+recurrence
A204193,papers/A204/A204193.pdf,consecutive-triple,,1,recurrence
A204194,papers/A204/A204194.pdf,consecutive-triple,,1,recurrence
A204195,papers/A204/A204195.pdf,consecutive-triple,,1,recurrence
A204278,papers/A204/A204278.pdf,consecutive-triple,,2,gf+recurrence
A204364,papers/A204/A204364.pdf,consecutive-triple,,2,gf+recurrence
A204375,papers/A204/A204375.pdf,consecutive-triple,,2,gf+recurrence
A204376,papers/A204/A204376.pdf,consecutive-triple,,2,gf+recurrence
A204377,papers/A204/A204377.pdf,consecutive-triple,,2,gf+recurrence
A204485,papers/A204/A204485.pdf,consecutive-triple,,1,recurrence
A204486,papers/A204/A204486.pdf,consecutive-triple,,1,recurrence
A204565,papers/A204/A204565.pdf,subblock-statistic,,2,gf+recurrence
A204566,papers/A204/A204566.pdf,subblock-statistic,,2,gf+recurrence
A204567,papers/A204/A204567.pdf,subblock-statistic,,1,recurrence
A204678,papers/A204/A204678.pdf,consecutive-triple,,2,gf+recurrence
A204679,papers/A204/A204679.pdf,consecutive-triple,,2,gf+recurrence
A204680,papers/A204/A204680.pdf,consecutive-triple,,1,recurrence
A204699,papers/A204/A204699.pdf,consecutive-triple,,2,gf+recurrence
A204700,papers/A204/A204700.pdf,consecutive-triple,,1,recurrence
A204748,papers/A204/A204748.pdf,consecutive-triple,,2,gf+recurrence
A204749,papers/A204/A204749.pdf,consecutive-triple,,2,gf+recurrence
A204750,papers/A204/A204750.pdf,consecutive-triple,,2,gf+recurrence
A204880,papers/A204/A204880.pdf,consecutive-triple,,1,recurrence
A204973,papers/A204/A204973.pdf,consecutive-triple,,1,recurrence
A205156,papers/A205/A205156.pdf,consecutive-triple,,1,recurrence
A205305,papers/A205/A205305.pdf,consecutive-triple,,1,recurrence
A205408,papers/A205/A205408.pdf,consecutive-triple,,1,recurrence
A206645,papers/A206/A206645.pdf,consecutive-triple,,1,recurrence
A206646,papers/A206/A206646.pdf,consecutive-triple,,1,recurrence
A206780,papers/A206/A206780.pdf,pattern-avoidance,,1,recurrence
A206781,papers/A206/A206781.pdf,pattern-avoidance,,1,recurrence
A206782,papers/A206/A206782.pdf,pattern-avoidance,,1,recurrence
A206783,papers/A206/A206783.pdf,pattern-avoidance,,1,recurrence
A206866,papers/A206/A206866.pdf,pattern-avoidance,,2,gf+recurrence
A206867,papers/A206/A206867.pdf,pattern-avoidance,,1,recurrence
A206868,papers/A206/A206868.pdf,pattern-avoidance,,1,recurrence
A206872,papers/A206/A206872.pdf,pattern-avoidance,,2,gf+recurrence
A206873,papers/A206/A206873.pdf,pattern-avoidance,,1,recurrence
A206874,papers/A206/A206874.pdf,pattern-avoidance,,1,recurrence
A206878,papers/A206/A206878.pdf,pattern-avoidance,,1,recurrence
A206879,papers/A206/A206879.pdf,pattern-avoidance,,1,recurrence
A206880,papers/A206/A206880.pdf,pattern-avoidance,,1,recurrence
A206885,papers/A206/A206885.pdf,pattern-avoidance,,1,recurrence
A206886,papers/A206/A206886.pdf,pattern-avoidance,,1,recurrence
A206887,papers/A206/A206887.pdf,pattern-avoidance,,1,recurrence
A206890,papers/A206/A206890.pdf,pattern-avoidance,,1,recurrence
A206931,papers/A206/A206931.pdf,pattern-avoidance,,2,gf+recurrence
A206932,papers/A206/A206932.pdf,pattern-avoidance,,1,recurrence
A206933,papers/A206/A206933.pdf,pattern-avoidance,,1,recurrence
A206934,papers/A206/A206934.pdf,pattern-avoidance,,1,recurrence
A206937,papers/A206/A206937.pdf,pattern-avoidance,,1,recurrence
A206938,papers/A206/A206938.pdf,pattern-avoidance,,1,recurrence
A206989,papers/A206/A206989.pdf,pattern-avoidance,,2,gf+recurrence
A206990,papers/A206/A206990.pdf,pattern-avoidance,,1,recurrence
A206991,papers/A206/A206991.pdf,pattern-avoidance,,1,recurrence
A206996,papers/A206/A206996.pdf,pattern-avoidance,,1,recurrence
A206997,papers/A206/A206997.pdf,pattern-avoidance,,1,recurrence
A206998,papers/A206/A206998.pdf,pattern-avoidance,,1,recurrence
A207001,papers/A207/A207001.pdf,pattern-avoidance,,1,recurrence
A207002,papers/A207/A207002.pdf,pattern-avoidance,,1,recurrence
A207020,papers/A207/A207020.pdf,pattern-avoidance,,3,gf+polynomial+recurrence
A207021,papers/A207/A207021.pdf,pattern-avoidance,,1,polynomial
A207022,papers/A207/A207022.pdf,pattern-avoidance,,1,polynomial
A207023,papers/A207/A207023.pdf,pattern-avoidance,,1,polynomial
A207024,papers/A207/A207024.pdf,pattern-avoidance,yes,5,polynomial
A207025,papers/A207/A207025.pdf,pattern-avoidance,,2,gf+recurrence
A207026,papers/A207/A207026.pdf,pattern-avoidance,,1,recurrence
A207027,papers/A207/A207027.pdf,pattern-avoidance,,1,recurrence
A207028,papers/A207/A207028.pdf,pattern-avoidance,,1,recurrence
A207029,papers/A207/A207029.pdf,pattern-avoidance,,1,recurrence
A207030,papers/A207/A207030.pdf,pattern-avoidance,,1,recurrence
A207064,papers/A207/A207064.pdf,pattern-avoidance,,3,gf+polynomial+recurrence
A207065,papers/A207/A207065.pdf,pattern-avoidance,,3,gf+polynomial+recurrence
A207066,papers/A207/A207066.pdf,pattern-avoidance,,3,gf+polynomial+recurrence
A207067,papers/A207/A207067.pdf,pattern-avoidance,,3,gf+polynomial+recurrence
A207068,papers/A207/A207068.pdf,pattern-avoidance,yes,5,polynomial
A207069,papers/A207/A207069.pdf,pattern-avoidance,,2,gf+recurrence
A207070,papers/A207/A207070.pdf,pattern-avoidance,,1,recurrence
A207071,papers/A207/A207071.pdf,pattern-avoidance,,1,recurrence
A207072,papers/A207/A207072.pdf,pattern-avoidance,,1,recurrence
A207073,papers/A207/A207073.pdf,pattern-avoidance,,1,recurrence
A207074,papers/A207/A207074.pdf,pattern-avoidance,,1,recurrence
A207083,papers/A207/A207083.pdf,pattern-avoidance,,2,gf+recurrence
A207084,papers/A207/A207084.pdf,pattern-avoidance,,1,recurrence
A207085,papers/A207/A207085.pdf,pattern-avoidance,,1,recurrence
A207086,papers/A207/A207086.pdf,pattern-avoidance,,1,recurrence
A207089,papers/A207/A207089.pdf,pattern-avoidance,,2,gf+recurrence
A207090,papers/A207/A207090.pdf,pattern-avoidance,,1,recurrence
A207091,papers/A207/A207091.pdf,pattern-avoidance,,1,recurrence
A207106,papers/A207/A207106.pdf,pattern-avoidance,,3,gf+polynomial+recurrence
A207107,papers/A207/A207107.pdf,pattern-avoidance,,3,gf+polynomial+recurrence
A207108,papers/A207/A207108.pdf,pattern-avoidance,,3,gf+polynomial+recurrence
A207109,papers/A207/A207109.pdf,pattern-avoidance,,3,gf+polynomial+recurrence
A207110,papers/A207/A207110.pdf,pattern-avoidance,,3,gf+polynomial+recurrence
A207111,papers/A207/A207111.pdf,pattern-avoidance,yes,5,polynomial
A207112,papers/A207/A207112.pdf,pattern-avoidance,,1,recurrence
A207113,papers/A207/A207113.pdf,pattern-avoidance,,1,recurrence
A207114,papers/A207/A207114.pdf,pattern-avoidance,,1,recurrence
A207115,papers/A207/A207115.pdf,pattern-avoidance,,1,recurrence
A207116,papers/A207/A207116.pdf,pattern-avoidance,,1,recurrence
A207118,papers/A207/A207118.pdf,pattern-avoidance,,2,gf+recurrence
A207119,papers/A207/A207119.pdf,pattern-avoidance,,1,recurrence
A207120,papers/A207/A207120.pdf,pattern-avoidance,,1,recurrence
A207121,papers/A207/A207121.pdf,pattern-avoidance,,1,recurrence
A207122,papers/A207/A207122.pdf,pattern-avoidance,,1,recurrence
A207124,papers/A207/A207124.pdf,pattern-avoidance,,1,recurrence
A207125,papers/A207/A207125.pdf,pattern-avoidance,,1,recurrence
A207126,papers/A207/A207126.pdf,pattern-avoidance,,1,recurrence
A207127,papers/A207/A207127.pdf,pattern-avoidance,,1,recurrence
A207165,papers/A207/A207165.pdf,pattern-avoidance,,3,gf+polynomial+recurrence
A207166,papers/A207/A207166.pdf,pattern-avoidance,,3,gf+polynomial+recurrence
A207167,papers/A207/A207167.pdf,pattern-avoidance,,3,gf+polynomial+recurrence
A207168,papers/A207/A207168.pdf,pattern-avoidance,,3,gf+polynomial+recurrence
A207169,papers/A207/A207169.pdf,pattern-avoidance,yes,5,polynomial
A207170,papers/A207/A207170.pdf,pattern-avoidance,,1,recurrence
A207171,papers/A207/A207171.pdf,pattern-avoidance,,2,gf+recurrence
A207172,papers/A207/A207172.pdf,pattern-avoidance,,2,gf+recurrence
A207173,papers/A207/A207173.pdf,pattern-avoidance,,2,gf+recurrence
A207174,papers/A207/A207174.pdf,pattern-avoidance,,2,gf+recurrence
A207175,papers/A207/A207175.pdf,pattern-avoidance,,2,gf+recurrence
A207177,papers/A207/A207177.pdf,pattern-avoidance,,2,gf+recurrence
A207178,papers/A207/A207178.pdf,pattern-avoidance,,1,recurrence
A207179,papers/A207/A207179.pdf,pattern-avoidance,,1,recurrence
A207183,papers/A207/A207183.pdf,pattern-avoidance,,1,recurrence
A207184,papers/A207/A207184.pdf,pattern-avoidance,,1,recurrence
A207185,papers/A207/A207185.pdf,pattern-avoidance,,1,recurrence
A207237,papers/A207/A207237.pdf,pattern-avoidance,,1,recurrence
A207238,papers/A207/A207238.pdf,pattern-avoidance,,1,recurrence
A207239,papers/A207/A207239.pdf,pattern-avoidance,,1,recurrence
A207243,papers/A207/A207243.pdf,pattern-avoidance,,1,recurrence
A207244,papers/A207/A207244.pdf,pattern-avoidance,,1,recurrence
A207245,papers/A207/A207245.pdf,pattern-avoidance,,1,recurrence
A207246,papers/A207/A207246.pdf,pattern-avoidance,,1,recurrence
A207247,papers/A207/A207247.pdf,pattern-avoidance,,1,recurrence
